,Timestamp,Experiment Seed,SGDL Seed,Name,SGDL Hash,Generation Method,Parent 1,Parent 2
45,1780703573,804533712,667108736,Hij,821903496,Random,,
46,1780703573,804533712,54571948,Evup,280737829,Random,,
47,1780703573,804533712,156879306,Qounad,885637467,Random,,
48,1780703573,804533712,363532061,Eme,680042686,Random,,
49,1780703573,804533712,137466702,Grocup,76505518,Random,,
50,1780703573,804533712,403707924,Eyuil,493828166,Random,,
51,1780703573,804533712,990976237,Hop,653380003,Random,,
52,1780703573,804533712,594139977,Opah,276090151,Random,,
53,1780703573,804533712,619565859,Eyaid,379926328,Random,,
54,1780703573,804533712,839694779,Domu,929304802,Random,,
55,1780703573,804533712,12419326,Miwa,571374197,Random,,
56,1780703573,804533712,441213467,Houzef,553562522,Random,,
57,1780703573,804533712,821887294,Xos,519744480,Random,,
58,1780703573,804533712,447144049,Braefi,351931129,Random,,
59,1780703573,804533712,557097235,Graik,888896339,Random,,
60,1780703573,804533712,484087000,Puiwat,139324516,Random,,
61,1780703573,804533712,265327876,Louza,941204787,Random,,
62,1780703573,804533712,641273545,Ide,339016379,Random,,
63,1780703573,804533712,815985397,Preaci,352497974,Random,,
64,1780703573,804533712,577432975,Iqiq,925280596,Random,,
65,1780703573,804533712,342692692,Hul,162935586,Random,,
66,1780703573,804533712,751655684,Afo,995638385,Random,,
67,1780703573,804533712,710138808,Geah,933254831,Random,,
68,1780703573,804533712,51358493,Pomed,121162606,Random,,
69,1780703573,804533712,944417717,Fridu,905272179,Random,,
70,1780703573,804533712,212813178,Azeag,696557954,Random,,
71,1780703573,804533712,208782126,Abal,975547201,Random,,
72,1780703573,804533712,235389580,Afe,55321123,Random,,
73,1780703573,804533712,618288071,Bazog,446642235,Random,,
74,1780703573,804533712,430565373,Opeb,979775575,Random,,
75,1780703573,804533712,808171793,Ehic,18818552,Random,,
76,1780703573,804533712,511005210,Gioxi,112535605,Random,,
77,1780703573,804533712,404033400,Louze,568199885,Random,,
78,1780703573,804533712,908009945,Xaihow,501874726,Random,,
79,1780703573,804533712,233796100,Esac,157379832,Random,,
80,1780703573,804533712,340361010,Yiopi,265916665,Random,,
81,1780703573,804533712,126426378,Premo,176017371,Random,,
82,1780703573,804533712,132762759,Ulaif,231076384,Random,,
83,1780703573,804533712,475900439,Useaf,995472446,Random,,
84,1780703573,804533712,235438476,Zupo,456155339,Random,,
85,1780703573,804533712,181544728,Palo,284544860,Random,,
86,1780703573,804533712,94231267,Weaze,557612658,Random,,
87,1780703573,804533712,411458057,Dox,580047049,Random,,
88,1780703573,804533712,188372679,Ovip,446764806,Random,,
89,1780703573,804533712,141635156,Xiteb,971853402,Random,,
90,1780703573,804533712,635638045,Ohe,264810041,Random,,
91,1780703573,804533712,584176830,Oze,804293411,Random,,
92,1780703573,804533712,221470803,Daeg,130420695,Random,,
93,1780703573,804533712,959613411,Yulip,174652003,Random,,
94,1780703573,804533712,589194394,Lero,455694337,Random,,
95,1780703573,804533712,259946540,Ilo,34505648,Random,,
96,1780703573,804533712,306635736,Esous,377094720,Random,,
97,1780703573,804533712,890664212,Guveg,888228098,Random,,
98,1780703573,804533712,903942921,Oya,719518494,Random,,
99,1780703573,804533712,25739342,Etaeh,893964464,Random,,
