,Timestamp,Experiment Seed,SGDL Seed,Name,SGDL Hash,Generation Method,Parent 1,Parent 2
54,1780653868,412829024,215581452,Vuzo,66482818,Random,,
55,1780653868,412829024,741253003,Graini,683034626,Random,,
56,1780653868,412829024,968703749,Vaiyiw,480556294,Random,,
57,1780653868,412829024,70465220,Frucuk,496963944,Random,,
58,1780653868,412829024,141451054,Teazev,665093479,Random,,
59,1780653868,412829024,824205617,Ruir,779766918,Random,,
60,1780653868,412829024,115299893,Zaeluv,221685255,Random,,
61,1780653868,412829024,281998535,Ewo,264895060,Random,,
62,1780653868,412829024,545867216,Caega,978322500,Random,,
63,1780653868,412829024,452791199,Ayaef,952121167,Random,,
64,1780653868,412829024,480544561,Goj,849261510,Random,,
65,1780653868,412829024,56640301,Nij,921778628,Random,,
66,1780653868,412829024,316142262,Eve,198711805,Random,,
67,1780653868,412829024,906973361,Deagos,232870619,Random,,
68,1780653868,412829024,890277953,Jaex,306275972,Random,,
69,1780653868,412829024,312432548,Vema,301110512,Random,,
70,1780653868,412829024,221175636,Onay,531605130,Random,,
71,1780653868,412829024,417940443,Priruk,262283229,Random,,
72,1780653868,412829024,659017858,Etiz,598811201,Random,,
73,1780653868,412829024,802834884,Yahan,505409448,Random,,
74,1780653868,412829024,174770770,Craiwuk,823901486,Random,,
75,1780653868,412829024,272204935,Joy,767112037,Random,,
76,1780653868,412829024,905147002,Cioxa,51485504,Random,,
77,1780653868,412829024,359338336,Oju,447576949,Random,,
78,1780653868,412829024,983173137,Graiy,255358742,Random,,
79,1780653868,412829024,893874321,Loudiy,336244340,Random,,
80,1780653868,412829024,404291410,Hiomu,356398989,Random,,
81,1780653868,412829024,566602080,Jiop,502095458,Random,,
82,1780653868,412829024,47313234,Efo,910625321,Random,,
83,1780653868,412829024,625819925,Qafe,824835530,Random,,
84,1780653868,412829024,322313091,Egu,805740407,Random,,
85,1780653868,412829024,974860059,Renu,737837560,Random,,
86,1780653868,412829024,348674746,Mat,708095086,Random,,
87,1780653868,412829024,991800652,Ufob,771972978,Random,,
88,1780653868,412829024,686338093,Raepal,500843499,Random,,
89,1780653868,412829024,409586751,Xiqo,983077392,Random,,
90,1780653868,412829024,311166084,Keal,655157628,Random,,
91,1780653868,412829024,319369513,Haqi,736494949,Random,,
92,1780653868,412829024,240364101,Koukep,53475697,Random,,
93,1780653868,412829024,690449485,Ahiot,698904692,Random,,
94,1780653868,412829024,575372659,Fripe,594856623,Random,,
95,1780653868,412829024,25747654,Alul,34089923,Random,,
96,1780653868,412829024,559024412,Staepag,302355873,Random,,
97,1780653868,412829024,348233702,Eki,255559578,Random,,
98,1780653868,412829024,186147635,Abir,110393430,Random,,
99,1780653868,412829024,705974675,Zem,105048392,Random,,
